,ITTER107,Territorio,TIPO_DATO15,Tipo di indicatore demografico,SEXISTAT1,Sesso,ETA1,Età,STATCIV2,Stato civile,TIME,Seleziona periodo,Value,Flag Codes,Flags
436577,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y51,51 anni,2,coniugata/o,2019,2019,345398,,
436582,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y51,51 anni,3,divorziata/o,2019,2019,25932,,
436587,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y51,51 anni,4,vedova/o,2019,2019,2834,,
436592,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y51,51 anni,99,totale,2019,2019,479659,,
457279,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y52,52 anni,1,nubile/celibe,2019,2019,100285,,
457284,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y52,52 anni,2,coniugata/o,2019,2019,353879,,
457289,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y52,52 anni,3,divorziata/o,2019,2019,27454,,
457294,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y52,52 anni,4,vedova/o,2019,2019,3403,,
457299,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y52,52 anni,99,totale,2019,2019,485399,,
457476,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y53,53 anni,1,nubile/celibe,2019,2019,92283,,
457481,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y53,53 anni,3,divorziata/o,2019,2019,28309,,
457486,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y53,53 anni,4,vedova/o,2019,2019,3739,,
457491,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y53,53 anni,99,totale,2019,2019,483386,,
458484,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y53,53 anni,2,coniugata/o,2019,2019,358676,,
986800,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y53,53 anni,16,già in unione civile (per decesso del partner) ,2019,2019,4,,
467928,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y54,54 anni,1,nubile/celibe,2019,2019,86754,,
467933,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y54,54 anni,2,coniugata/o,2019,2019,367451,,
467938,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y54,54 anni,3,divorziata/o,2019,2019,29554,,
467943,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y54,54 anni,4,vedova/o,2019,2019,4313,,
467948,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y54,54 anni,99,totale,2019,2019,488422,,
478380,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y55,55 anni,1,nubile/celibe,2019,2019,75078,,
478385,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y55,55 anni,2,coniugata/o,2019,2019,347282,,
478390,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y55,55 anni,3,divorziata/o,2019,2019,27708,,
478395,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y55,55 anni,4,vedova/o,2019,2019,4697,,
478400,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y55,55 anni,99,totale,2019,2019,455137,,
492071,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y56,56 anni,1,nubile/celibe,2019,2019,67414,,
492076,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y56,56 anni,2,coniugata/o,2019,2019,338351,,
492081,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y56,56 anni,3,divorziata/o,2019,2019,26885,,
492086,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y56,56 anni,4,vedova/o,2019,2019,5027,,
492091,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y56,56 anni,99,totale,2019,2019,437987,,
504984,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y57,57 anni,1,nubile/celibe,2019,2019,62423,,
504989,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y57,57 anni,2,coniugata/o,2019,2019,333766,,
504994,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y57,57 anni,3,divorziata/o,2019,2019,25792,,
504999,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y57,57 anni,4,vedova/o,2019,2019,5383,,
505004,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y57,57 anni,99,totale,2019,2019,427661,,
975110,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y57,57 anni,15,unito/a civilmente ,2019,2019,293,,
982875,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y57,57 anni,17,già in unione civile (per scioglimento unione),2019,2019,0,,
509736,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y58,58 anni,1,nubile/celibe,2019,2019,55922,,
509741,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y58,58 anni,2,coniugata/o,2019,2019,326450,,
509746,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y58,58 anni,3,divorziata/o,2019,2019,24475,,
509751,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y58,58 anni,4,vedova/o,2019,2019,5904,,
509756,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y58,58 anni,99,totale,2019,2019,413040,,
996795,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y58,58 anni,15,unito/a civilmente ,2019,2019,286,,
520188,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y59,59 anni,1,nubile/celibe,2019,2019,51643,,
520193,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y59,59 anni,2,coniugata/o,2019,2019,320037,,
520198,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y59,59 anni,3,divorziata/o,2019,2019,23655,,
520203,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y59,59 anni,4,vedova/o,2019,2019,6403,,
520208,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y59,59 anni,99,totale,2019,2019,401980,,
26854,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y6,6 anni,1,nubile/celibe,2019,2019,272398,,
27533,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y6,6 anni,99,totale,2019,2019,272398,,
530640,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y60,60 anni,1,nubile/celibe,2019,2019,46734,,
530645,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y60,60 anni,2,coniugata/o,2019,2019,306194,,
530650,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y60,60 anni,3,divorziata/o,2019,2019,21508,,
530655,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y60,60 anni,4,vedova/o,2019,2019,6961,,
530660,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y60,60 anni,99,totale,2019,2019,381659,,
543808,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y61,61 anni,1,nubile/celibe,2019,2019,43649,,
543813,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y61,61 anni,2,coniugata/o,2019,2019,304365,,
543818,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y61,61 anni,3,divorziata/o,2019,2019,21217,,
543823,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y61,61 anni,4,vedova/o,2019,2019,7432,,
543828,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y61,61 anni,99,totale,2019,2019,376891,,
551544,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y62,62 anni,1,nubile/celibe,2019,2019,39832,,
551549,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y62,62 anni,2,coniugata/o,2019,2019,300065,,
551554,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y62,62 anni,3,divorziata/o,2019,2019,19550,,
551559,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y62,62 anni,99,totale,2019,2019,367913,,
561710,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y62,62 anni,4,vedova/o,2019,2019,8266,,
989195,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y62,62 anni,15,unito/a civilmente ,2019,2019,194,,
561996,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y63,63 anni,1,nubile/celibe,2019,2019,36887,,
562001,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y63,63 anni,2,coniugata/o,2019,2019,294938,,
562006,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y63,63 anni,3,divorziata/o,2019,2019,18264,,
562011,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y63,63 anni,4,vedova/o,2019,2019,8961,,
562016,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y63,63 anni,99,totale,2019,2019,359220,,
977135,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y63,63 anni,16,già in unione civile (per decesso del partner) ,2019,2019,0,,
572448,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y64,64 anni,2,coniugata/o,2019,2019,290378,,
572453,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y64,64 anni,3,divorziata/o,2019,2019,16990,,
572458,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y64,64 anni,4,vedova/o,2019,2019,9877,,
572463,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y64,64 anni,99,totale,2019,2019,351583,,
573485,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y64,64 anni,1,nubile/celibe,2019,2019,34174,,
979770,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y64,64 anni,17,già in unione civile (per scioglimento unione),2019,2019,0,,
989000,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y64,64 anni,15,unito/a civilmente ,2019,2019,164,,
582900,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y65,65 anni,1,nubile/celibe,2019,2019,30916,,
582905,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y65,65 anni,2,coniugata/o,2019,2019,278282,,
582910,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y65,65 anni,3,divorziata/o,2019,2019,15334,,
582915,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y65,65 anni,4,vedova/o,2019,2019,10410,,
582920,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y65,65 anni,99,totale,2019,2019,335079,,
593352,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y66,66 anni,3,divorziata/o,2019,2019,14349,,
599746,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y66,66 anni,1,nubile/celibe,2019,2019,29034,,
599751,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y66,66 anni,2,coniugata/o,2019,2019,272321,,
599756,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y66,66 anni,4,vedova/o,2019,2019,11296,,
599761,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y66,66 anni,99,totale,2019,2019,327125,,
980155,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y66,66 anni,17,già in unione civile (per scioglimento unione),2019,2019,1,,
607182,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y67,67 anni,1,nubile/celibe,2019,2019,27316,,
607187,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y67,67 anni,2,coniugata/o,2019,2019,270922,,
607192,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y67,67 anni,3,divorziata/o,2019,2019,13387,,
607197,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y67,67 anni,4,vedova/o,2019,2019,12292,,
612745,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y67,67 anni,99,totale,2019,2019,324044,,
614256,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y68,68 anni,1,nubile/celibe,2019,2019,26655,,
614261,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y68,68 anni,2,coniugata/o,2019,2019,279720,,
614266,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y68,68 anni,3,divorziata/o,2019,2019,13126,,
614271,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y68,68 anni,4,vedova/o,2019,2019,13930,,
614276,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y68,68 anni,99,totale,2019,2019,333553,,
624708,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y69,69 anni,1,nubile/celibe,2019,2019,25144,,
624713,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y69,69 anni,3,divorziata/o,2019,2019,12325,,
624718,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y69,69 anni,4,vedova/o,2019,2019,15471,,
624723,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y69,69 anni,99,totale,2019,2019,333082,,
630314,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y69,69 anni,2,coniugata/o,2019,2019,280023,,
33810,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y7,7 anni,1,nubile/celibe,2019,2019,276672,,
33853,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y7,7 anni,99,totale,2019,2019,276672,,
636614,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y70,70 anni,1,nubile/celibe,2019,2019,25233,,
636619,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y70,70 anni,2,coniugata/o,2019,2019,288817,,
636624,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y70,70 anni,3,divorziata/o,2019,2019,11526,,
636629,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y70,70 anni,4,vedova/o,2019,2019,17809,,
636634,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y70,70 anni,99,totale,2019,2019,343511,,
654790,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y71,71 anni,1,nubile/celibe,2019,2019,23172,,
654795,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y71,71 anni,2,coniugata/o,2019,2019,279606,,
654800,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y71,71 anni,3,divorziata/o,2019,2019,10932,,
654805,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y71,71 anni,4,vedova/o,2019,2019,18871,,
654810,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y71,71 anni,99,totale,2019,2019,332677,,
991265,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y71,71 anni,16,già in unione civile (per decesso del partner) ,2019,2019,2,,
661368,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y72,72 anni,1,nubile/celibe,2019,2019,22044,,
661373,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y72,72 anni,2,coniugata/o,2019,2019,274534,,
661378,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y72,72 anni,3,divorziata/o,2019,2019,9957,,
661383,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y72,72 anni,4,vedova/o,2019,2019,20779,,
661388,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y72,72 anni,99,totale,2019,2019,327411,,
994140,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y72,72 anni,16,già in unione civile (per decesso del partner) ,2019,2019,3,,
666516,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y73,73 anni,1,nubile/celibe,2019,2019,16208,,
666521,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y73,73 anni,2,coniugata/o,2019,2019,207432,,
666526,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y73,73 anni,3,divorziata/o,2019,2019,7202,,
666531,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y73,73 anni,4,vedova/o,2019,2019,17604,,
666536,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y73,73 anni,99,totale,2019,2019,248503,,
676968,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y74,74 anni,1,nubile/celibe,2019,2019,16451,,
676973,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y74,74 anni,2,coniugata/o,2019,2019,208155,,
676978,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y74,74 anni,4,vedova/o,2019,2019,19302,,
683261,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y74,74 anni,3,divorziata/o,2019,2019,6753,,
683266,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y74,74 anni,99,totale,2019,2019,250729,,
997670,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y74,74 anni,16,già in unione civile (per decesso del partner) ,2019,2019,3,,
687420,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y75,75 anni,1,nubile/celibe,2019,2019,15789,,
687425,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y75,75 anni,2,coniugata/o,2019,2019,203582,,
687430,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y75,75 anni,3,divorziata/o,2019,2019,6060,,
687435,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y75,75 anni,99,totale,2019,2019,246473,,
688682,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y75,75 anni,4,vedova/o,2019,2019,20979,,
697872,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y76,76 anni,1,nubile/celibe,2019,2019,15646,,
697877,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y76,76 anni,2,coniugata/o,2019,2019,195836,,
697882,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y76,76 anni,3,divorziata/o,2019,2019,5631,,
697887,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y76,76 anni,4,vedova/o,2019,2019,22171,,
697892,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y76,76 anni,99,totale,2019,2019,239355,,
708324,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y77,77 anni,1,nubile/celibe,2019,2019,15285,,
708329,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y77,77 anni,2,coniugata/o,2019,2019,189640,,
708334,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y77,77 anni,3,divorziata/o,2019,2019,5176,,
708339,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y77,77 anni,4,vedova/o,2019,2019,23949,,
708344,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y77,77 anni,99,totale,2019,2019,234110,,
977840,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y77,77 anni,16,già in unione civile (per decesso del partner) ,2019,2019,0,,
719955,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y78,78 anni,1,nubile/celibe,2019,2019,15912,,
719960,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y78,78 anni,2,coniugata/o,2019,2019,200731,,
719965,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y78,78 anni,3,divorziata/o,2019,2019,5009,,
719970,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y78,78 anni,4,vedova/o,2019,2019,28402,,
719975,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y78,78 anni,99,totale,2019,2019,250102,,
729228,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y79,79 anni,1,nubile/celibe,2019,2019,14612,,
729233,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y79,79 anni,2,coniugata/o,2019,2019,189733,,
729238,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y79,79 anni,3,divorziata/o,2019,2019,4271,,
729243,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y79,79 anni,4,vedova/o,2019,2019,29609,,
729248,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y79,79 anni,99,totale,2019,2019,238254,,
971860,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y79,79 anni,16,già in unione civile (per decesso del partner) ,2019,2019,1,,
35452,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y8,8 anni,99,totale,2019,2019,285251,,
35980,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y8,8 anni,1,nubile/celibe,2019,2019,285251,,
745766,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y80,80 anni,1,nubile/celibe,2019,2019,12897,,
745771,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y80,80 anni,2,coniugata/o,2019,2019,173668,,
745776,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y80,80 anni,3,divorziata/o,2019,2019,3835,,
745781,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y80,80 anni,4,vedova/o,2019,2019,30324,,
745786,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y80,80 anni,99,totale,2019,2019,220747,,
750132,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y81,81 anni,1,nubile/celibe,2019,2019,11271,,
750137,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y81,81 anni,2,coniugata/o,2019,2019,150332,,
750142,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y81,81 anni,3,divorziata/o,2019,2019,3040,,
750147,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y81,81 anni,4,vedova/o,2019,2019,29537,,
750152,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y81,81 anni,99,totale,2019,2019,194208,,
998480,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y81,81 anni,16,già in unione civile (per decesso del partner) ,2019,2019,1,,
760584,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y82,82 anni,1,nubile/celibe,2019,2019,9689,,
760589,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y82,82 anni,2,coniugata/o,2019,2019,129901,,
760594,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y82,82 anni,3,divorziata/o,2019,2019,2390,,
760599,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y82,82 anni,4,vedova/o,2019,2019,28551,,
760604,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y82,82 anni,99,totale,2019,2019,170547,,
772938,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y83,83 anni,4,vedova/o,2019,2019,29801,,
773386,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y83,83 anni,1,nubile/celibe,2019,2019,9155,,
773535,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y83,83 anni,2,coniugata/o,2019,2019,122017,,
773742,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y83,83 anni,99,totale,2019,2019,163189,,
774298,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y83,83 anni,3,divorziata/o,2019,2019,2197,,
781609,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y84,84 anni,1,nubile/celibe,2019,2019,8176,,
781614,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y84,84 anni,2,coniugata/o,2019,2019,105920,,
781619,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y84,84 anni,3,divorziata/o,2019,2019,1740,,
781624,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y84,84 anni,4,vedova/o,2019,2019,29542,,
781629,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y84,84 anni,99,totale,2019,2019,145398,,
791940,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y85,85 anni,1,nubile/celibe,2019,2019,7087,,
791945,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y85,85 anni,3,divorziata/o,2019,2019,1414,,
791950,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y85,85 anni,4,vedova/o,2019,2019,28850,,
791955,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y85,85 anni,99,totale,2019,2019,128393,,
798774,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y85,85 anni,2,coniugata/o,2019,2019,91025,,
990125,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y85,85 anni,16,già in unione civile (per decesso del partner) ,2019,2019,1,,
802392,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y86,86 anni,1,nubile/celibe,2019,2019,6088,,
802397,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y86,86 anni,2,coniugata/o,2019,2019,76141,,
802402,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y86,86 anni,3,divorziata/o,2019,2019,1104,,
802407,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y86,86 anni,4,vedova/o,2019,2019,27303,,
802412,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y86,86 anni,99,totale,2019,2019,110640,,
812844,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y87,87 anni,1,nubile/celibe,2019,2019,5194,,
812849,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y87,87 anni,2,coniugata/o,2019,2019,65309,,
812854,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y87,87 anni,3,divorziata/o,2019,2019,897,,
812859,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y87,87 anni,4,vedova/o,2019,2019,26370,,
812864,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y87,87 anni,99,totale,2019,2019,97788,,
993575,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y87,87 anni,16,già in unione civile (per decesso del partner) ,2019,2019,3,,
823296,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y88,88 anni,1,nubile/celibe,2019,2019,4706,,
823301,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y88,88 anni,2,coniugata/o,2019,2019,55366,,
823306,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y88,88 anni,3,divorziata/o,2019,2019,755,,
823311,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y88,88 anni,4,vedova/o,2019,2019,25905,,
823316,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y88,88 anni,99,totale,2019,2019,86747,,
835909,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y89,89 anni,1,nubile/celibe,2019,2019,3575,,
835914,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y89,89 anni,2,coniugata/o,2019,2019,41366,,
835919,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y89,89 anni,3,divorziata/o,2019,2019,557,,
835924,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y89,89 anni,4,vedova/o,2019,2019,21701,,
835929,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y89,89 anni,99,totale,2019,2019,67202,,
975510,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y89,89 anni,16,già in unione civile (per decesso del partner) ,2019,2019,1,,
43546,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y9,9 anni,1,nubile/celibe,2019,2019,289719,,
44056,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y9,9 anni,99,totale,2019,2019,289719,,
844267,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y90,90 anni,1,nubile/celibe,2019,2019,2812,,
844272,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y90,90 anni,2,coniugata/o,2019,2019,31511,,
844277,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y90,90 anni,3,divorziata/o,2019,2019,417,,
844282,IT,Italia,JAN,popolazione al 1º gennaio,1,maschi,Y90,90 anni,4,vedova/o,2019,2019,19197,,
