,ITTER107,Territorio,TIPO_DATO15,Tipo di indicatore demografico,SEXISTAT1,Sesso,ETA1,Età,STATCIV2,Stato civile,TIME,Seleziona periodo,Value,Flag Codes,Flags
332078,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y41,41 anni,2,coniugata/o,2019,2019,280663,,
332083,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y41,41 anni,3,divorziata/o,2019,2019,17258,,
332088,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y41,41 anni,4,vedova/o,2019,2019,2763,,
332093,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y41,41 anni,99,totale,2019,2019,417606,,
991835,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y41,41 anni,16,già in unione civile (per decesso del partner) ,2019,2019,2,,
344641,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y42,42 anni,1,nubile/celibe,2019,2019,115758,,
344646,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y42,42 anni,2,coniugata/o,2019,2019,297310,,
344651,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y42,42 anni,3,divorziata/o,2019,2019,19619,,
344656,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y42,42 anni,4,vedova/o,2019,2019,3355,,
344661,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y42,42 anni,99,totale,2019,2019,436238,,
352982,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y43,43 anni,1,nubile/celibe,2019,2019,115043,,
352987,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y43,43 anni,2,coniugata/o,2019,2019,315429,,
352992,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y43,43 anni,3,divorziata/o,2019,2019,22545,,
352997,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y43,43 anni,4,vedova/o,2019,2019,3969,,
353002,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y43,43 anni,99,totale,2019,2019,457197,,
363434,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y44,44 anni,1,nubile/celibe,2019,2019,113473,,
363439,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y44,44 anni,2,coniugata/o,2019,2019,332498,,
363444,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y44,44 anni,3,divorziata/o,2019,2019,25061,,
363449,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y44,44 anni,4,vedova/o,2019,2019,4801,,
363454,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y44,44 anni,99,totale,2019,2019,476041,,
971770,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y44,44 anni,15,unito/a civilmente ,2019,2019,203,,
992805,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y44,44 anni,17,già in unione civile (per scioglimento unione),2019,2019,2,,
374232,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y45,45 anni,1,nubile/celibe,2019,2019,107011,,
374237,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y45,45 anni,4,vedova/o,2019,2019,5390,,
374582,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y45,45 anni,2,coniugata/o,2019,2019,334744,,
374587,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y45,45 anni,99,totale,2019,2019,474216,,
375122,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y45,45 anni,3,divorziata/o,2019,2019,26869,,
414046,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y46,46 anni,1,nubile/celibe,2019,2019,101062,,
414051,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y46,46 anni,2,coniugata/o,2019,2019,341757,,
414056,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y46,46 anni,3,divorziata/o,2019,2019,29109,,
414061,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y46,46 anni,4,vedova/o,2019,2019,6259,,
414066,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y46,46 anni,99,totale,2019,2019,478371,,
393142,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y47,47 anni,1,nubile/celibe,2019,2019,96205,,
393147,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y47,47 anni,2,coniugata/o,2019,2019,350290,,
393152,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y47,47 anni,3,divorziata/o,2019,2019,30979,,
393157,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y47,47 anni,4,vedova/o,2019,2019,7298,,
393162,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y47,47 anni,99,totale,2019,2019,484958,,
983830,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y47,47 anni,15,unito/a civilmente ,2019,2019,181,,
403630,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y48,48 anni,1,nubile/celibe,2019,2019,89851,,
403635,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y48,48 anni,2,coniugata/o,2019,2019,349650,,
403640,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y48,48 anni,3,divorziata/o,2019,2019,32510,,
403645,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y48,48 anni,4,vedova/o,2019,2019,8253,,
403650,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y48,48 anni,99,totale,2019,2019,480428,,
415817,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y49,49 anni,1,nubile/celibe,2019,2019,87513,,
415822,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y49,49 anni,2,coniugata/o,2019,2019,362624,,
415827,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y49,49 anni,3,divorziata/o,2019,2019,34368,,
415832,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y49,49 anni,4,vedova/o,2019,2019,9661,,
415837,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y49,49 anni,99,totale,2019,2019,494321,,
22304,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y5,5 anni,1,nubile/celibe,2019,2019,246502,,
23485,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y5,5 anni,99,totale,2019,2019,246502,,
431455,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y50,50 anni,1,nubile/celibe,2019,2019,82199,,
431460,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y50,50 anni,2,coniugata/o,2019,2019,362454,,
431465,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y50,50 anni,3,divorziata/o,2019,2019,35388,,
431470,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y50,50 anni,4,vedova/o,2019,2019,11214,,
431475,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y50,50 anni,99,totale,2019,2019,491414,,
976895,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y50,50 anni,15,unito/a civilmente ,2019,2019,151,,
436598,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y51,51 anni,1,nubile/celibe,2019,2019,78908,,
436603,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y51,51 anni,2,coniugata/o,2019,2019,366705,,
436608,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y51,51 anni,3,divorziata/o,2019,2019,36374,,
436613,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y51,51 anni,4,vedova/o,2019,2019,12611,,
436618,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y51,51 anni,99,totale,2019,2019,494767,,
457305,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y52,52 anni,1,nubile/celibe,2019,2019,75087,,
457310,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y52,52 anni,2,coniugata/o,2019,2019,371139,,
457315,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y52,52 anni,3,divorziata/o,2019,2019,36998,,
457320,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y52,52 anni,4,vedova/o,2019,2019,14248,,
457325,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y52,52 anni,99,totale,2019,2019,497603,,
983495,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y52,52 anni,15,unito/a civilmente ,2019,2019,128,,
457497,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y53,53 anni,1,nubile/celibe,2019,2019,71284,,
457502,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y53,53 anni,2,coniugata/o,2019,2019,371494,,
457507,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y53,53 anni,3,divorziata/o,2019,2019,37685,,
457512,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y53,53 anni,4,vedova/o,2019,2019,16248,,
457517,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y53,53 anni,99,totale,2019,2019,496845,,
986550,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y53,53 anni,15,unito/a civilmente ,2019,2019,129,,
467954,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y54,54 anni,1,nubile/celibe,2019,2019,68054,,
467959,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y54,54 anni,2,coniugata/o,2019,2019,378425,,
467964,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y54,54 anni,3,divorziata/o,2019,2019,38589,,
467969,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y54,54 anni,4,vedova/o,2019,2019,18736,,
467974,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y54,54 anni,99,totale,2019,2019,503941,,
986495,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y54,54 anni,16,già in unione civile (per decesso del partner) ,2019,2019,4,,
478406,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y55,55 anni,2,coniugata/o,2019,2019,358297,,
478411,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y55,55 anni,3,divorziata/o,2019,2019,36101,,
478416,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y55,55 anni,4,vedova/o,2019,2019,19794,,
478421,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y55,55 anni,99,totale,2019,2019,475227,,
482948,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y55,55 anni,1,nubile/celibe,2019,2019,60911,,
974100,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y55,55 anni,15,unito/a civilmente ,2019,2019,121,,
492097,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y56,56 anni,1,nubile/celibe,2019,2019,56044,,
492102,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y56,56 anni,2,coniugata/o,2019,2019,347370,,
492107,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y56,56 anni,3,divorziata/o,2019,2019,34288,,
492112,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y56,56 anni,4,vedova/o,2019,2019,22318,,
492117,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y56,56 anni,99,totale,2019,2019,460125,,
505010,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y57,57 anni,1,nubile/celibe,2019,2019,52581,,
505015,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y57,57 anni,2,coniugata/o,2019,2019,341174,,
505020,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y57,57 anni,3,divorziata/o,2019,2019,33222,,
505025,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y57,57 anni,4,vedova/o,2019,2019,24590,,
505030,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y57,57 anni,99,totale,2019,2019,451673,,
509762,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y58,58 anni,1,nubile/celibe,2019,2019,48698,,
509767,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y58,58 anni,2,coniugata/o,2019,2019,330018,,
509772,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y58,58 anni,3,divorziata/o,2019,2019,31823,,
509777,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y58,58 anni,4,vedova/o,2019,2019,27006,,
509782,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y58,58 anni,99,totale,2019,2019,437639,,
520214,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y59,59 anni,4,vedova/o,2019,2019,29781,,
520219,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y59,59 anni,99,totale,2019,2019,426948,,
523593,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y59,59 anni,1,nubile/celibe,2019,2019,45832,,
523598,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y59,59 anni,2,coniugata/o,2019,2019,321358,,
523603,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y59,59 anni,3,divorziata/o,2019,2019,29889,,
978895,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y59,59 anni,15,unito/a civilmente ,2019,2019,84,,
988725,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y59,59 anni,17,già in unione civile (per scioglimento unione),2019,2019,1,,
27090,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y6,6 anni,99,totale,2019,2019,257211,,
29882,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y6,6 anni,1,nubile/celibe,2019,2019,257211,,
530666,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y60,60 anni,1,nubile/celibe,2019,2019,41672,,
530671,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y60,60 anni,2,coniugata/o,2019,2019,307312,,
530676,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y60,60 anni,3,divorziata/o,2019,2019,27994,,
530681,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y60,60 anni,4,vedova/o,2019,2019,32069,,
530686,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y60,60 anni,99,totale,2019,2019,409121,,
996850,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y60,60 anni,17,già in unione civile (per scioglimento unione),2019,2019,2,,
543834,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y61,61 anni,1,nubile/celibe,2019,2019,39580,,
543839,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y61,61 anni,2,coniugata/o,2019,2019,303054,,
543844,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y61,61 anni,3,divorziata/o,2019,2019,26715,,
543849,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y61,61 anni,4,vedova/o,2019,2019,35271,,
543854,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y61,61 anni,99,totale,2019,2019,404686,,
551565,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y62,62 anni,1,nubile/celibe,2019,2019,36615,,
551570,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y62,62 anni,2,coniugata/o,2019,2019,295704,,
551575,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y62,62 anni,3,divorziata/o,2019,2019,25063,,
551580,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y62,62 anni,4,vedova/o,2019,2019,38830,,
551585,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y62,62 anni,99,totale,2019,2019,396279,,
562022,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y63,63 anni,1,nubile/celibe,2019,2019,34701,,
562027,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y63,63 anni,2,coniugata/o,2019,2019,288849,,
562032,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y63,63 anni,3,divorziata/o,2019,2019,23390,,
562037,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y63,63 anni,4,vedova/o,2019,2019,41661,,
562042,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y63,63 anni,99,totale,2019,2019,388661,,
996145,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y63,63 anni,15,unito/a civilmente ,2019,2019,51,,
572469,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y64,64 anni,1,nubile/celibe,2019,2019,32679,,
572474,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y64,64 anni,2,coniugata/o,2019,2019,281972,,
572479,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y64,64 anni,4,vedova/o,2019,2019,46305,,
572484,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y64,64 anni,99,totale,2019,2019,383041,,
573490,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y64,64 anni,3,divorziata/o,2019,2019,22036,,
980535,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y64,64 anni,15,unito/a civilmente ,2019,2019,44,,
582926,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y65,65 anni,1,nubile/celibe,2019,2019,29649,,
582931,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y65,65 anni,2,coniugata/o,2019,2019,265467,,
582936,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y65,65 anni,3,divorziata/o,2019,2019,20247,,
582941,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y65,65 anni,4,vedova/o,2019,2019,48205,,
582946,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y65,65 anni,99,totale,2019,2019,363608,,
599767,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y66,66 anni,1,nubile/celibe,2019,2019,28340,,
599772,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y66,66 anni,2,coniugata/o,2019,2019,258981,,
599777,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y66,66 anni,3,divorziata/o,2019,2019,18667,,
599782,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y66,66 anni,4,vedova/o,2019,2019,52297,,
599787,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y66,66 anni,99,totale,2019,2019,358334,,
980355,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y66,66 anni,16,già in unione civile (per decesso del partner) ,2019,2019,4,,
607202,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y67,67 anni,1,nubile/celibe,2019,2019,26497,,
607207,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y67,67 anni,2,coniugata/o,2019,2019,254329,,
607212,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y67,67 anni,3,divorziata/o,2019,2019,17715,,
607217,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y67,67 anni,4,vedova/o,2019,2019,57801,,
607222,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y67,67 anni,99,totale,2019,2019,356386,,
978945,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y67,67 anni,16,già in unione civile (per decesso del partner) ,2019,2019,3,,
614282,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y68,68 anni,1,nubile/celibe,2019,2019,26774,,
614287,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y68,68 anni,2,coniugata/o,2019,2019,258512,,
614292,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y68,68 anni,3,divorziata/o,2019,2019,17605,,
614297,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y68,68 anni,4,vedova/o,2019,2019,65334,,
614302,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y68,68 anni,99,totale,2019,2019,368268,,
624729,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y69,69 anni,1,nubile/celibe,2019,2019,25784,,
624734,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y69,69 anni,2,coniugata/o,2019,2019,254295,,
624739,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y69,69 anni,3,divorziata/o,2019,2019,16473,,
624744,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y69,69 anni,99,totale,2019,2019,369230,,
630319,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y69,69 anni,4,vedova/o,2019,2019,72648,,
992780,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y69,69 anni,16,già in unione civile (per decesso del partner) ,2019,2019,5,,
34640,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y7,7 anni,1,nubile/celibe,2019,2019,261137,,
35198,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y7,7 anni,99,totale,2019,2019,261137,,
636640,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y70,70 anni,1,nubile/celibe,2019,2019,26252,,
636645,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y70,70 anni,2,coniugata/o,2019,2019,259228,,
636650,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y70,70 anni,3,divorziata/o,2019,2019,16032,,
636655,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y70,70 anni,4,vedova/o,2019,2019,83042,,
636660,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y70,70 anni,99,totale,2019,2019,384579,,
989140,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y70,70 anni,17,già in unione civile (per scioglimento unione),2019,2019,0,,
654816,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y71,71 anni,1,nubile/celibe,2019,2019,24732,,
654821,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y71,71 anni,2,coniugata/o,2019,2019,244542,,
654826,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y71,71 anni,3,divorziata/o,2019,2019,15055,,
654831,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y71,71 anni,4,vedova/o,2019,2019,89614,,
654836,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y71,71 anni,99,totale,2019,2019,373966,,
661394,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y72,72 anni,1,nubile/celibe,2019,2019,23877,,
661399,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y72,72 anni,2,coniugata/o,2019,2019,237105,,
661404,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y72,72 anni,3,divorziata/o,2019,2019,14208,,
661409,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y72,72 anni,4,vedova/o,2019,2019,97824,,
661414,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y72,72 anni,99,totale,2019,2019,373031,,
995430,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y72,72 anni,16,già in unione civile (per decesso del partner) ,2019,2019,2,,
666542,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y73,73 anni,1,nubile/celibe,2019,2019,18937,,
666547,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y73,73 anni,2,coniugata/o,2019,2019,174391,,
666552,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y73,73 anni,3,divorziata/o,2019,2019,10228,,
666557,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y73,73 anni,4,vedova/o,2019,2019,83369,,
666562,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y73,73 anni,99,totale,2019,2019,286936,,
982235,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y73,73 anni,17,già in unione civile (per scioglimento unione),2019,2019,0,,
676983,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y74,74 anni,1,nubile/celibe,2019,2019,19127,,
676988,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y74,74 anni,3,divorziata/o,2019,2019,9692,,
683272,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y74,74 anni,2,coniugata/o,2019,2019,171718,,
683277,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y74,74 anni,4,vedova/o,2019,2019,93520,,
683282,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y74,74 anni,99,totale,2019,2019,294077,,
978115,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y74,74 anni,16,già in unione civile (per decesso del partner) ,2019,2019,2,,
687441,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y75,75 anni,3,divorziata/o,2019,2019,9150,,
687446,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y75,75 anni,4,vedova/o,2019,2019,101692,,
687451,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y75,75 anni,99,totale,2019,2019,296099,,
688687,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y75,75 anni,1,nubile/celibe,2019,2019,19453,,
688692,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y75,75 anni,2,coniugata/o,2019,2019,165796,,
697898,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y76,76 anni,1,nubile/celibe,2019,2019,19219,,
697903,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y76,76 anni,2,coniugata/o,2019,2019,155719,,
697908,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y76,76 anni,3,divorziata/o,2019,2019,8564,,
697913,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y76,76 anni,4,vedova/o,2019,2019,108633,,
697918,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y76,76 anni,99,totale,2019,2019,292150,,
708350,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y77,77 anni,1,nubile/celibe,2019,2019,19313,,
708355,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y77,77 anni,2,coniugata/o,2019,2019,146792,,
708360,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y77,77 anni,3,divorziata/o,2019,2019,7860,,
708365,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y77,77 anni,4,vedova/o,2019,2019,117674,,
708370,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y77,77 anni,99,totale,2019,2019,291653,,
719981,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y78,78 anni,1,nubile/celibe,2019,2019,20936,,
719986,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y78,78 anni,2,coniugata/o,2019,2019,149188,,
719991,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y78,78 anni,3,divorziata/o,2019,2019,7809,,
719996,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y78,78 anni,4,vedova/o,2019,2019,139590,,
720001,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y78,78 anni,99,totale,2019,2019,317534,,
976090,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y78,78 anni,17,già in unione civile (per scioglimento unione),2019,2019,0,,
729254,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y79,79 anni,1,nubile/celibe,2019,2019,20250,,
729259,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y79,79 anni,2,coniugata/o,2019,2019,134974,,
729264,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y79,79 anni,3,divorziata/o,2019,2019,6898,,
729269,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y79,79 anni,4,vedova/o,2019,2019,144937,,
729274,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y79,79 anni,99,totale,2019,2019,307068,,
38164,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y8,8 anni,99,totale,2019,2019,268440,,
38890,IT,Italia,JAN,popolazione al 1º gennaio,2,femmine,Y8,8 anni,1,nubile/celibe,2019,2019,268440,,
